co_code,status,reason,N,features_used,R²,Adj R²,F-stat,F p-value,AIC,BIC,pre_fails,pre_warns,post_fails,post_warns,coef_const,pval_const,coef_lag_ret,pval_lag_ret,coef_Momentum,pval_Momentum,coef_BM_sep,pval_BM_sep,coef_OpProf,pval_OpProf,coef_Inv,pval_Inv,coef_mktcap,pval_mktcap
768,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
769,OK,,57.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.118654,0.012893,1.6266,0.159366,4.3569,18.6583,1.0,0.0,0.0,1.0,-1.579929,0.062097,-0.045961,0.747504,-0.020127,0.728865,-0.972052,0.053981,-0.11266,0.126862,-0.292185,0.45916,0.444602,0.002682
770,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.119189,0.09894,5.1456,5.1e-05,-104.3415,-79.2046,1.0,0.0,1.0,2.0,-0.369648,0.215647,-0.065897,0.384477,-0.037904,0.049279,0.244777,2.1e-05,0.041054,0.6829,-0.268064,0.008579,0.150053,1e-06
771,SKIPPED,Insufficient obs (19) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
772,OK,,180.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.11734,0.086727,2.455,0.026479,-43.1645,-20.8138,1.0,0.0,1.0,1.0,0.318668,0.12522,-0.079212,0.309911,-0.064017,0.012425,0.247674,0.009172,-0.036543,0.511819,-0.039672,0.019539,0.094374,0.000321
773,OK,,169.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.092806,0.059206,1.9491,0.075963,-144.5528,-122.6435,1.0,0.0,2.0,2.0,0.592162,0.019505,0.154303,0.134031,-0.022803,0.398697,0.00684,0.649619,0.084471,0.092321,-0.004959,0.854543,0.024561,0.274281
774,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.037905,0.01676,1.3413,0.238879,-350.7165,-325.273,1.0,0.0,2.0,2.0,0.745288,1.3e-05,0.071752,0.493855,-0.001795,0.878036,0.174871,0.014739,0.040971,0.067209,-0.02702,0.108418,0.012495,0.120039
775,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
776,OK,,36.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.634904,0.559367,8.3717,2.6e-05,-74.7626,-63.678,1.0,0.0,0.0,2.0,-0.488194,0.737022,-0.203826,0.129583,-0.322659,5.1e-05,0.365668,0.00378,-153.21493,6.7e-05,-52.517938,3.3e-05,1.049993,0.0
777,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.08903,0.068088,3.7155,0.001458,-556.1062,-530.9693,1.0,0.0,1.0,2.0,0.563528,0.007969,-0.072616,0.327426,-0.012079,0.548944,0.128098,0.048517,0.191413,0.000195,-0.085988,0.077579,0.033901,0.015175
778,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
779,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.226174,0.122997,1.5637,0.179895,-31.1586,-17.4999,1.0,0.0,0.0,2.0,0.685245,0.025515,-0.105127,0.50906,-0.073204,0.027858,0.205905,0.37133,0.004404,0.957778,0.59597,0.006779,0.076016,0.058237
780,OK,,91.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.182394,0.123993,3.5753,0.003332,-47.669,-30.093,1.0,0.0,1.0,2.0,0.204724,0.611666,0.058882,0.576077,-0.067858,0.013459,-0.014376,0.900924,-0.005813,0.19795,0.104701,0.374447,0.141514,0.040008
781,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.410287,0.331659,2.0271,0.081581,15.4428,29.1015,1.0,0.0,1.0,2.0,-1.443953,0.104389,-0.349074,0.033146,-0.112378,0.017642,0.301811,0.017167,-1.990195,0.066436,0.192966,0.416218,0.51013,0.00358
782,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.184201,0.163548,1.8679,0.087075,-266.3752,-241.895,1.0,0.0,2.0,2.0,0.826612,0.014981,-0.02119,0.911782,-0.014795,0.226963,0.056179,0.143286,0.092564,0.208867,-0.014757,0.535248,0.013542,0.527408
783,OK,,226.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.057178,0.031347,2.2167,0.042577,-133.8781,-109.9344,1.0,0.0,1.0,2.0,0.313723,0.204805,-0.051525,0.481388,-0.010526,0.626073,0.056818,0.020876,0.005447,0.248933,-0.018668,0.445602,0.107778,0.001368
784,OK,,175.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.050445,0.016532,0.9935,0.431438,-64.2133,-42.0598,1.0,0.0,1.0,2.0,0.289665,0.465698,-0.0631,0.466813,-0.029982,0.382651,0.013412,0.352711,-0.161201,0.188701,0.044058,0.272109,0.076483,0.064958
785,OK,,45.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.251663,0.133505,2.6923,0.028142,-42.9948,-30.3482,1.0,0.0,1.0,2.0,-0.955959,0.306611,-0.102584,0.580638,-0.189453,0.067205,-0.082042,0.3532,-0.14586,0.171383,-1.151452,0.009602,0.374796,0.007479
786,OK,,262.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.062617,0.040561,2.1359,0.049829,-152.1339,-127.1555,1.0,0.0,2.0,2.0,0.45701,0.060339,0.005535,0.961429,-0.023449,0.186107,0.017331,0.059088,-0.003017,0.843022,0.190409,0.016373,0.062134,0.001268
787,SKIPPED,Insufficient obs (19) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
788,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
789,SKIPPED,Insufficient obs (19) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
790,SKIPPED,Insufficient obs (1) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
791,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.202921,0.184597,11.2881,0.0,-333.9332,-308.7963,1.0,0.0,0.0,2.0,-0.866701,0.001417,-0.052857,0.440717,-0.099465,2.5e-05,0.157175,0.0,-0.011017,0.916631,-0.016703,0.148966,0.250584,0.0
792,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
793,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.110611,-0.007974,0.5167,0.792543,0.7389,14.3976,1.0,0.0,0.0,2.0,0.131494,0.897966,-0.188836,0.18914,-0.006507,0.82702,0.126046,0.395295,0.175539,0.537665,-0.278869,0.226311,0.163011,0.349522
794,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
795,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
796,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.123008,0.103734,6.2425,4e-06,-333.5015,-308.0579,1.0,0.0,1.0,2.0,-0.105431,0.657491,-0.043631,0.578701,-0.025594,0.026658,0.197067,0.0,0.144462,6e-06,0.263062,0.009821,0.105606,2e-06
797,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
798,OK,,97.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.078831,0.01742,1.0012,0.429597,46.2214,64.2444,1.0,0.0,1.0,2.0,0.497875,0.304184,0.157872,0.381667,-0.015027,0.478814,0.060291,0.183789,0.095369,0.170421,0.033615,0.765354,0.03471,0.482281
799,OK,,238.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.125742,0.103034,6.3448,3e-06,-219.0257,-194.7198,1.0,0.0,1.0,2.0,-0.428524,0.153138,-0.090619,0.164676,-0.04053,0.027597,0.068549,0.0,0.254991,0.088514,0.010198,0.96192,0.184173,1e-06
800,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
801,OK,,156.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.054918,0.016861,1.0432,0.39978,-131.0858,-109.7368,1.0,0.0,1.0,2.0,0.921831,6e-06,-0.129947,0.200484,0.021467,0.338417,0.094351,0.063601,-0.1189,0.213927,-0.051366,0.465518,0.010507,0.612141
802,OK,,78.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.050707,-0.029515,0.8668,0.523666,-9.0611,7.4358,1.0,0.0,1.0,1.0,1.054113,0.0,-0.146288,0.291215,-0.020969,0.756347,-0.054343,0.290483,-0.001205,0.721568,-0.000628,0.167555,0.032603,0.172055
803,OK,,72.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.335672,0.274349,5.1037,0.000239,-20.1853,-4.2486,1.0,0.0,0.0,2.0,-0.302979,0.362392,-0.284765,0.00192,-0.064928,0.012704,-0.014221,0.740865,-0.513548,0.029707,-0.28459,0.000177,0.380227,2e-06
804,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
805,OK,,223.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.038136,0.011418,0.7039,0.646779,-262.7584,-238.9082,1.0,0.0,2.0,2.0,0.795325,0.000213,0.072881,0.489535,-0.042583,0.102802,-0.006088,0.93468,0.001338,0.843065,0.093417,0.198055,0.014404,0.467877
806,OK,,49.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.56671,0.504811,5.9915,0.000137,-40.2519,-27.0091,1.0,0.0,2.0,2.0,-4.637534,4.6e-05,-0.260948,0.097464,-0.149083,0.007727,0.672536,0.000155,-0.168229,0.002242,-1.003386,0.002388,0.822253,1e-06
807,OK,,142.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.207834,0.172627,4.4973,0.000348,-173.512,-152.8212,1.0,0.0,2.0,2.0,0.127821,0.587113,-0.225758,0.032713,-0.075301,0.011575,0.111377,0.001213,0.250122,0.015909,0.004906,0.98498,0.151469,8e-06
809,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
810,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
811,SKIPPED,Insufficient obs (6) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
812,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.016799,-0.00481,0.8068,0.565363,-252.7957,-227.3521,1.0,0.0,2.0,2.0,0.966278,0.0,0.003678,0.969042,-0.010112,0.459851,0.007758,0.749829,0.033968,0.106515,-0.069953,0.205273,0.002549,0.812952
813,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
814,OK,,49.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.356548,0.264626,3.4201,0.007714,-17.4017,-4.1589,1.0,0.0,1.0,1.0,-0.532071,0.48867,-0.236774,0.055782,-0.235874,0.002706,-1.201597,0.095961,-0.1809,0.001882,-0.015662,0.852923,0.415186,0.03438
815,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
816,OK,,63.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.440432,0.380478,4.5039,0.000865,-19.0009,-3.9989,1.0,0.0,1.0,2.0,-1.629989,0.008523,-0.177399,0.14591,-0.112753,0.000602,0.059858,0.002039,-0.322606,0.643218,0.684242,0.033337,0.438514,8e-06
817,OK,,120.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.182518,0.139112,3.4023,0.004012,-249.9095,-230.397,1.0,0.0,2.0,2.0,0.889442,0.000317,-0.243313,0.032868,-0.071004,0.036518,0.013377,0.860365,-0.050636,0.692077,0.139183,0.028483,0.06673,0.042594
818,OK,,181.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.076399,0.044551,1.6084,0.147379,-89.2129,-66.8235,1.0,0.0,1.0,2.0,0.510253,0.011039,-0.062842,0.452163,-0.023198,0.243155,0.134458,0.006885,0.201074,0.022963,0.068883,0.100461,0.05178,0.003435
819,OK,,250.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.08688,0.064334,4.7591,0.000132,-171.4516,-146.8014,1.0,0.0,1.0,2.0,-0.041239,0.852084,0.051874,0.501761,-0.040617,0.02363,0.113522,0.002213,0.194187,0.0287,-0.048347,0.402591,0.09736,5e-06
823,OK,,66.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.385374,0.32287,3.9206,0.00231,-58.4398,-43.1122,1.0,0.0,2.0,2.0,-1.950765,0.026571,-0.284033,0.082211,-0.1254,0.072847,0.129826,0.000122,-2.028742,0.012195,-0.437038,0.224396,0.578094,0.00044
824,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.094141,0.071208,3.8858,0.001014,-171.8207,-147.3405,1.0,0.0,1.0,2.0,0.300538,0.092326,-0.041509,0.533977,-0.006279,0.607796,0.121958,2e-05,0.122174,0.000178,0.033319,0.516006,0.067588,1.5e-05
825,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.051938,0.031101,1.7464,0.110384,-408.7611,-383.3176,1.0,0.0,1.0,2.0,0.53082,0.012279,-0.019767,0.750953,-0.001811,0.868926,0.1061,0.003213,0.065853,0.135636,-0.002676,0.967099,0.047158,0.011273
826,OK,,82.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.095523,0.023165,1.5926,0.161076,-20.3014,-3.4544,1.0,0.0,1.0,2.0,-0.067762,0.873018,0.16284,0.251705,-0.043876,0.480973,0.054005,0.881069,0.000659,0.451146,-0.28553,0.207001,0.135163,0.036563
827,OK,,51.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.757832,0.724809,8.9904,2e-06,-46.5635,-33.0408,1.0,0.0,3.0,2.0,-3.399797,0.01844,-0.23799,0.03256,-0.461626,0.000515,0.13698,0.11845,0.499671,0.219521,-1.487546,0.051076,0.99128,0.001878
830,SKIPPED,Insufficient obs (1) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
832,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
833,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
834,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.15881,0.137514,8.1752,0.0,-207.7736,-183.2934,1.0,0.0,1.0,2.0,0.138592,0.4482,-0.088356,0.213962,-0.03196,0.011807,0.123765,0.0,0.119636,0.0,-0.1987,0.001085,0.101452,0.0
835,OK,,112.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.040557,-0.014268,0.9414,0.468833,-16.7715,2.258,1.0,0.0,1.0,1.0,0.957056,0.003896,-0.068896,0.511011,-0.018074,0.395585,0.015528,0.62353,0.215247,0.101311,-0.062299,0.387497,0.008752,0.759397
836,OK,,120.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.264051,0.224974,4.2333,0.0007,-62.5023,-42.9899,1.0,0.0,2.0,2.0,-1.96933,0.001857,-0.065573,0.44337,-0.100948,0.00255,0.074363,0.001496,-0.921143,0.000141,0.325874,0.003985,0.353718,1e-06
837,OK,,127.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.166468,0.124792,3.1051,0.007307,-10.5706,9.3388,1.0,0.0,1.0,2.0,-1.02561,0.222304,-0.085184,0.274137,-0.106972,0.083679,0.193575,0.151822,0.338895,0.069399,-0.481549,0.08442,0.306844,0.004118
838,OK,,260.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.153188,0.133106,10.182,0.0,-147.7381,-122.8134,1.0,0.0,1.0,2.0,0.088665,0.702721,-0.071442,0.305851,-0.068519,0.00081,0.034491,9.7e-05,-0.448976,0.015109,-0.113977,0.100315,0.175973,0.0
839,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
840,OK,,223.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.140646,0.116775,6.4175,3e-06,-194.7679,-170.9177,1.0,0.0,1.0,2.0,0.38848,0.024384,-0.054868,0.432178,-0.05056,0.012779,0.033152,0.013063,0.368914,0.000893,-0.082883,0.001578,0.079007,4.7e-05
841,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.04464,0.023643,0.9613,0.451826,-144.2602,-118.8167,1.0,0.0,2.0,2.0,0.620534,0.023925,-0.062181,0.471643,-0.001973,0.889872,0.014316,0.059285,0.049449,0.497115,-0.003963,0.923932,0.052466,0.10975
842,OK,,40.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.454966,0.355869,3.8775,0.004881,42.7854,54.6076,1.0,0.0,3.0,1.0,-2.119553,0.04046,-0.33686,0.227073,-0.243281,0.000447,0.014137,0.263693,-3.238429,0.011496,3.353152,0.418286,0.847174,0.001941
843,OK,,262.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.156019,0.13616,5.5447,2e-05,-216.529,-191.5506,1.0,0.0,1.0,2.0,0.134541,0.555328,-0.108725,0.10952,-0.005501,0.548436,0.055225,5e-06,-0.111046,0.009724,-0.021966,0.68568,0.109264,2e-06
844,SKIPPED,Insufficient obs (16) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
845,OK,,121.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.26759,0.229042,6.1596,1.3e-05,-81.9343,-62.3637,1.0,0.0,1.0,2.0,0.502775,0.00295,0.146392,0.073906,-0.032757,0.041864,0.014509,0.733935,0.207113,0.003202,-0.184311,0.056406,0.044673,0.004811
846,SKIPPED,Insufficient obs (25) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
847,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
848,SKIPPED,Insufficient obs (6) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
849,SKIPPED,Insufficient obs (16) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
850,OK,,202.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.078327,0.049968,1.9795,0.070334,-65.6402,-42.4823,1.0,0.0,2.0,2.0,0.347142,0.271104,-0.07569,0.562901,-0.013022,0.445115,0.05973,0.010916,0.009819,0.936046,0.139311,0.205079,0.082456,0.009799
851,SKIPPED,Insufficient obs (13) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
852,OK,,72.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.347794,0.287591,5.9851,5e-05,-38.3753,-22.4387,1.0,0.0,2.0,2.0,-1.012238,0.028485,-0.184272,0.100241,-0.155217,2e-06,0.169407,0.000206,-0.208074,0.438396,-0.022757,0.869824,0.388733,4e-06
853,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
854,OK,,64.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.384061,0.319225,5.3996,0.000179,-102.6127,-87.5005,1.0,0.0,2.0,1.0,-1.858409,0.001592,-0.09824,0.441567,-0.155552,5e-06,0.321702,1e-06,-0.403353,0.046604,-0.378213,0.459419,0.402554,2e-06
856,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
857,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.04061,0.019525,0.8511,0.53152,-310.1591,-284.7155,1.0,0.0,2.0,2.0,0.815738,0.0,0.056882,0.530367,0.003225,0.819219,0.056922,0.090483,0.072587,0.115227,0.007535,0.882269,0.0095,0.164025
858,OK,,112.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.113699,0.063053,1.4731,0.194505,-91.7819,-72.7524,1.0,0.0,2.0,2.0,-0.535858,0.442284,-0.154592,0.547587,-0.017698,0.508427,0.07661,0.285913,0.811703,0.010269,-0.191204,0.121257,0.181564,0.009276
859,SKIPPED,Insufficient obs (3) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
860,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
861,OK,,160.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.185611,0.153675,3.7242,0.001742,-388.0191,-366.4929,1.0,0.0,2.0,2.0,-0.425422,0.354412,-0.085625,0.315722,-0.020162,0.407815,0.123568,0.000278,0.425837,0.032836,0.261596,0.034712,0.112953,0.00137
862,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.084399,0.064276,4.8537,9.9e-05,-364.1176,-338.6741,1.0,0.0,1.0,1.0,0.085704,0.735727,-0.091136,0.089623,-0.02708,0.079261,0.120361,3e-06,0.124802,0.004789,0.191181,0.059082,0.074724,0.000202
863,OK,,136.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.242372,0.207133,3.4348,0.003524,-154.4013,-134.0127,1.0,0.0,1.0,2.0,-0.505176,0.362385,-0.06758,0.560205,-0.006951,0.667358,0.614891,0.004464,-0.094665,0.750854,-0.067396,0.856647,0.130319,0.008452
864,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.110093,0.088649,4.2487,0.000429,-216.6501,-191.8338,1.0,0.0,1.0,2.0,-0.670575,0.074663,0.025499,0.712124,-0.072772,0.002917,0.040238,3.9e-05,-0.028629,0.270528,-0.049035,0.164372,0.163364,1e-05
865,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
866,OK,,172.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.317774,0.292965,9.4832,0.0,-396.7601,-374.7276,1.0,0.0,1.0,2.0,-3.222657,1.4e-05,-0.046562,0.563828,-0.218615,1e-06,0.277841,0.0,-0.357554,0.260859,0.094487,0.374681,0.320278,0.0
867,OK,,160.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.150462,0.117146,1.2799,0.269683,-95.1543,-73.6281,1.0,0.0,2.0,1.0,-2.226667,0.178398,-0.177009,0.279485,-0.013973,0.722087,0.225631,0.033965,0.149019,0.422335,-0.085432,0.344886,0.248402,0.046348
868,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.02703,0.003585,1.1752,0.32001,-268.2213,-243.4051,1.0,0.0,1.0,2.0,0.784107,0.0,0.062384,0.540767,-0.022803,0.273498,0.018198,0.169395,0.021012,0.574554,0.036643,0.443811,0.016981,0.06637
869,OK,,97.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.152693,0.096205,2.1532,0.054887,-94.6475,-76.6245,1.0,0.0,1.0,2.0,-0.040375,0.930365,-0.136959,0.191562,-0.095639,0.022094,0.168613,0.010459,0.017499,0.769748,0.070608,0.261474,0.199151,0.014921
870,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.025434,0.00195,1.1421,0.33841,-210.1405,-185.3242,1.0,0.0,1.0,2.0,0.814535,0.0,-0.011131,0.889148,-0.02166,0.282577,0.044011,0.077602,0.067128,0.075782,-0.025737,0.420205,0.021085,0.15156
871,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.092498,0.069524,3.6797,0.00163,-112.4963,-88.0161,1.0,0.0,2.0,2.0,0.796574,0.0,-0.11493,0.1538,-0.047296,0.082635,0.059972,0.009888,-0.107356,0.022853,-0.410075,0.010745,0.069658,8.7e-05
872,OK,,193.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.190165,0.164042,4.4547,0.000308,-113.9145,-91.0757,1.0,0.0,2.0,2.0,0.018542,0.955432,-0.041202,0.680447,-0.028997,0.041357,0.025825,0.009202,-0.216312,0.000285,-0.067882,0.415415,0.176247,0.000279
873,OK,,220.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.149776,0.125826,4.2146,0.000497,-510.4459,-486.6905,1.0,0.0,1.0,2.0,-1.055684,0.042659,-0.091456,0.158652,-0.111573,0.000575,0.094605,0.000504,0.017455,0.906234,-0.237925,0.210653,0.150285,3.9e-05
874,SKIPPED,Insufficient obs (16) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
875,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
876,OK,,70.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.153852,0.073267,1.6568,0.146528,-30.4557,-14.7162,1.0,0.0,1.0,2.0,0.597913,0.179761,0.011442,0.924987,-0.168819,0.009738,-0.060713,0.637415,0.073398,0.236565,0.175473,0.066638,0.095291,0.123656
877,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
878,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
879,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.086645,0.063523,4.2341,0.000453,-207.557,-183.0768,1.0,0.0,1.0,2.0,0.625152,2e-06,-0.049638,0.590927,-0.009711,0.43378,0.062468,0.002166,0.256349,0.003425,-0.11671,0.143409,0.047717,0.000461
880,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.071715,0.050375,2.1086,0.052676,-208.8134,-183.6765,1.0,0.0,2.0,2.0,0.405008,0.111102,0.125802,0.147149,-0.027083,0.101869,0.034752,0.081504,0.191764,0.029172,-0.169939,0.186355,0.044368,0.07612
881,OK,,64.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.154738,0.065763,1.0756,0.387917,54.481,69.5932,1.0,0.0,1.0,2.0,0.058286,0.914626,-0.135248,0.362154,-0.021706,0.680635,0.232348,0.038454,-0.051427,0.9059,-0.076307,0.683101,0.147604,0.095628
882,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.054332,0.032592,1.7258,0.115225,-463.4688,-438.3319,1.0,0.0,1.0,2.0,0.585712,0.000141,-0.022588,0.749522,-0.011563,0.457753,0.288337,0.003594,0.209441,0.017777,-0.070245,0.181241,0.026877,0.009993
883,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
884,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
885,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
886,SKIPPED,Insufficient obs (3) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
887,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
888,OK,,112.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.196634,0.150727,2.7091,0.017395,14.1722,33.2017,1.0,0.0,1.0,2.0,-0.122961,0.779886,-0.057279,0.788465,0.001367,0.912089,0.048495,0.010101,-0.247605,0.443403,0.057729,0.023504,0.154744,0.009185
889,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
890,OK,,196.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.155983,0.129189,4.5518,0.000245,-221.9104,-198.9636,1.0,0.0,2.0,2.0,0.062778,0.848318,-0.142344,0.141186,-0.028154,0.130036,0.19069,2.1e-05,-0.022716,0.730768,0.197738,0.116404,0.111697,0.000719
